category,amt,city,state,lat,long,city_pop,merch_lat,merch_long,age,transaction_hour,transaction_day_of_month,transaction_month,transaction_year,transaction_day_of_week,profession_group,fraud_category_merchant,is_fraud
health_fitness,23.05,Superior,Arizona,33.2887,-111.0985,2872,32.502321,-110.566641,33,19,9,4,2020,3,Ingeniería y Técnicos,3,1
personal_care,52.83,Camden,Missouri,39.2048,-94.0259,464,39.097705,-94.79636,61,22,14,10,2020,2,Ingeniería y Técnicos,4,1
grocery_pos,274.87,Norwalk,California,33.9056,-118.0818,105549,33.054521,-117.928284,47,2,13,4,2020,0,Other,5,1
gas_transport,8.65,Paradise Valley,Arizona,33.5494,-111.9565,17047,33.202601,-111.195696,85,7,18,10,2020,6,Other,4,1
shopping_pos,627.87,Howells,Nebraska,41.6964,-96.9858,1063,42.439911,-97.723585,91,23,30,11,2019,5,Ingeniería y Técnicos,5,1
shopping_net,1170.45,Carroll,Nebraska,42.277,-97.1926,566,42.705451,-96.567359,45,22,23,2,2020,6,Other,4,1
shopping_net,855.88,Browning,Missouri,40.029,-93.1607,602,40.786018,-93.301092,65,18,6,1,2019,6,Other,5,1
personal_care,48.15,Kirk,Colorado,39.6171,-102.4776,207,40.51903,-102.048147,65,23,30,4,2020,3,Ingeniería y Técnicos,2,1
shopping_pos,833.74,Albuquerque,New Mexico,35.0561,-106.5506,641349,35.5078,-106.296518,52,21,13,2,2019,2,Ejecutivos,4,1
misc_net,806.16,Mesa,Idaho,44.6255,-116.4493,129,45.21976,-117.049298,54,23,29,4,2019,0,Other,4,1
gas_transport,11.1,Red River,New Mexico,36.6659,-105.4694,606,36.096814,-105.178782,32,2,2,3,2020,0,Other,4,1
health_fitness,19.67,Wendel,California,40.3406,-120.2824,104,40.01692,-121.19986,31,23,19,1,2020,6,Educación,2,1
gas_transport,11.93,Eugene,Oregon,44.0385,-123.0614,191096,44.176418,-122.833979,55,1,26,4,2019,4,Ingeniería y Técnicos,3,1
shopping_net,933.01,Humboldt,Arizona,34.5189,-112.2523,1179,35.047879,-113.050898,64,23,13,9,2019,4,Ingeniería y Técnicos,4,1
grocery_pos,363.85,Huslia,Alaska,65.6899,-156.292,277,65.69231,-157.280348,55,0,26,5,2020,1,Ingeniería y Técnicos,5,1
shopping_net,974.95,Fields Landing,California,40.7268,-124.2174,276,40.154377,-124.538708,90,12,10,4,2019,2,Ingeniería y Técnicos,4,1
food_dining,110.19,Lagrange,Wyoming,41.6423,-104.1974,635,42.514128,-103.689642,46,23,29,7,2019,0,Ingeniería y Técnicos,2,1
misc_pos,6.43,Huntington Beach,California,33.6773,-118.0051,190249,33.041579,-117.853118,43,3,26,12,2019,3,Salud,2,1
gas_transport,8.1,Kaktovik,Alaska,66.6933,-153.994,239,66.835174,-154.388882,23,1,22,3,2019,4,Ejecutivos,5,1
grocery_pos,297.37,Lowell,Oregon,43.921,-122.7806,1420,43.834392,-122.19793,54,0,13,2,2019,2,Other,5,1
shopping_net,996.5,Parks,Arizona,35.2563,-111.95,759,35.492314,-112.446041,62,17,26,11,2019,1,Ingeniería y Técnicos,5,1
health_fitness,20.63,Kansas City,Missouri,38.9621,-94.5959,545147,38.566084,-94.554631,32,22,6,3,2019,2,Other,3,1
shopping_pos,939.51,Scotts Mills,Oregon,44.9897,-122.6187,1252,44.717436,-123.121363,82,22,14,7,2019,6,Ingeniería y Técnicos,5,1
misc_net,837.95,Nelson,Nebraska,40.201,-98.0684,732,39.990728,-98.889052,63,21,12,10,2019,5,Other,3,1
shopping_pos,875.77,Matthews,Missouri,36.7154,-89.6287,1019,36.470006,-88.646366,40,22,10,9,2019,1,Ingeniería y Técnicos,3,1
grocery_net,12.6,Mendon,Utah,41.71,-111.9817,2078,42.319998,-111.552248,57,2,28,2,2020,4,Ingeniería y Técnicos,4,1
health_fitness,18.16,Rocky Mount,Missouri,38.2911,-92.7059,1847,38.428272,-92.978765,31,23,24,12,2019,1,Other,4,1
shopping_pos,871.27,Lamy,New Mexico,35.4311,-105.9409,923,34.839465,-106.569735,55,22,16,2,2019,5,Ejecutivos,4,1
grocery_pos,380.61,Wendel,California,40.3406,-120.2824,104,39.845713,-119.814324,31,3,19,1,2020,6,Educación,4,1
grocery_pos,301.08,Sixes,Oregon,42.825,-124.4409,217,42.28312,-124.636097,92,22,10,2,2020,0,Other,5,1
shopping_net,759.29,Wendel,California,40.3406,-120.2824,104,41.16892,-119.323691,31,0,19,1,2020,6,Educación,5,1
misc_net,823.42,Camden,Missouri,39.2048,-94.0259,464,39.888304,-93.32464,61,22,14,10,2020,2,Ingeniería y Técnicos,4,1
shopping_net,946.78,Arvada,Colorado,39.8422,-105.1097,122111,39.426028,-104.381829,32,23,31,8,2019,5,Ejecutivos,5,1
misc_net,828.47,Smith River,California,41.9404,-124.1587,1930,41.921281,-125.089695,36,2,22,5,2019,2,Arte,5,1
grocery_pos,312.3,Lonetree,Wyoming,41.0552,-110.1603,49,41.175752,-109.345501,38,1,16,3,2019,5,Ingeniería y Técnicos,5,1
gas_transport,11.92,Carroll,Nebraska,42.277,-97.1926,566,43.008607,-97.29989,45,1,22,2,2020,5,Other,5,1
misc_net,664.64,Albuquerque,New Mexico,35.0561,-106.5506,641349,34.374677,-105.780368,52,23,13,2,2019,2,Ejecutivos,5,1
shopping_net,969.7,Nelson,Nebraska,40.201,-98.0684,732,40.93526,-97.220757,63,22,12,10,2019,5,Other,5,1
shopping_net,970.12,Conway,Washington,48.34,-122.3456,85,47.664681,-122.717004,35,3,4,6,2019,1,Ejecutivos,5,1
shopping_net,1195.5,Fort Washakie,Wyoming,43.0048,-108.8964,1645,42.375852,-108.048795,43,22,31,12,2019,1,Other,5,1
grocery_pos,299.63,Buellton,California,34.6209,-120.1922,5505,34.811332,-120.368287,88,23,7,4,2020,1,Ejecutivos,5,1
grocery_pos,336.2,Ravenna,Nebraska,41.0233,-98.9041,2202,41.965421,-98.334757,45,2,13,1,2019,6,Other,5,1
misc_pos,8.22,Louisiana,Missouri,39.4336,-91.0664,4593,39.39776,-91.879848,80,23,30,4,2020,3,Educación,4,1
grocery_pos,334.59,Aurora,Colorado,39.6662,-104.835,389246,39.8714,-105.368612,50,2,13,10,2019,6,Ingeniería y Técnicos,5,1
shopping_net,1124.01,Westerville,Nebraska,41.4193,-99.3844,73,40.65072,-98.820629,84,23,15,1,2019,1,Arte,5,1
home,260.44,Odessa,Missouri,38.9829,-93.9757,9512,39.386092,-94.970131,48,23,12,7,2020,6,Other,2,1
shopping_net,979.0,Sprague,Nebraska,40.6267,-96.7456,142,40.883572,-96.366586,53,22,11,7,2020,5,Other,5,1
grocery_pos,310.24,Vinton,California,40.0235,-120.7986,128,39.19115,-121.384496,54,8,30,1,2020,3,Administradores,5,1
shopping_pos,826.27,Issaquah,Washington,47.4974,-122.0107,50489,48.399267,-121.500632,36,3,30,6,2020,1,Other,4,1
misc_net,922.87,Meredith,Colorado,39.3199,-106.6596,61,38.902259,-106.675975,80,22,7,12,2019,5,Ejecutivos,4,1
shopping_net,983.79,Iliff,Colorado,40.7692,-103.0968,648,41.421064,-103.976112,51,23,30,3,2020,0,Other,5,1
shopping_pos,1154.81,Kaktovik,Alaska,66.6933,-153.994,239,67.441518,-153.653849,23,18,22,3,2019,4,Ejecutivos,4,1
shopping_net,983.79,Iliff,Colorado,40.7692,-103.0968,648,41.421064,-103.976112,51,23,30,3,2020,0,Other,5,1
grocery_pos,281.2,Buellton,California,34.6209,-120.1922,5505,34.190851,-120.581868,88,2,7,4,2020,1,Ejecutivos,5,1
grocery_pos,302.65,Seligman,Missouri,36.5276,-93.9359,2693,37.058973,-93.754921,52,0,3,10,2020,5,Ingeniería y Técnicos,5,1
misc_net,940.42,Meridian,Idaho,43.6498,-116.4306,84106,43.978747,-117.380355,49,0,7,9,2020,0,Other,4,1
shopping_net,1156.15,Albuquerque,New Mexico,35.0561,-106.5506,641349,34.625719,-106.546502,52,22,13,2,2019,2,Ejecutivos,4,1
misc_net,823.17,Seattle,Washington,47.6633,-122.3022,837792,47.28182,-121.700302,62,15,30,11,2019,5,Other,4,1
grocery_pos,321.67,Glendale,California,34.1556,-118.2322,172817,35.036516,-118.284392,78,0,14,9,2019,5,Administradores,4,1
shopping_pos,981.64,Honokaa,Hawaii,20.0827,-155.488,4878,19.607092,-155.217781,54,22,20,7,2020,0,Salud,4,1
entertainment,580.75,Ashford,Washington,46.7531,-121.9898,759,47.137319,-122.101392,64,23,15,3,2020,6,Other,4,1
shopping_pos,737.77,Brashear,Missouri,40.1959,-92.4333,805,40.932816,-91.672178,49,22,24,12,2019,1,Educación,5,1
shopping_net,990.7,Santa Monica,California,34.0287,-118.4924,92043,34.665421,-118.261771,59,23,31,7,2020,4,Ingeniería y Técnicos,5,1
shopping_pos,787.51,Lowell,Oregon,43.921,-122.7806,1420,43.674503,-123.424749,54,23,12,2,2019,1,Other,2,1
food_dining,130.08,Fort Washakie,Wyoming,43.0048,-108.8964,1645,42.869714,-108.879962,33,23,2,3,2019,5,Ejecutivos,4,1
misc_pos,8.57,Vacaville,California,38.3847,-121.9887,99475,37.871215,-122.115239,49,23,31,1,2019,3,Other,3,1
shopping_net,979.57,Honokaa,Hawaii,20.0827,-155.488,4878,20.184493,-156.069084,54,15,21,7,2020,1,Salud,5,1
travel,10.62,Sutherland,Nebraska,41.1558,-101.136,1789,40.66627,-101.860761,38,22,8,8,2020,5,Other,5,1
misc_net,823.42,Camden,Missouri,39.2048,-94.0259,464,39.888304,-93.32464,61,22,14,10,2020,2,Ingeniería y Técnicos,4,1
shopping_net,1063.85,Moriarty,New Mexico,34.9889,-106.0609,7268,35.355015,-105.774325,31,23,19,10,2019,5,Salud,5,1
misc_net,761.93,Downey,California,33.9581,-118.1174,111772,32.990923,-118.706493,56,22,20,5,2019,0,Arte,5,1
grocery_pos,380.61,Wendel,California,40.3406,-120.2824,104,39.845713,-119.814324,31,3,19,1,2020,6,Educación,4,1
shopping_pos,1011.85,Carlotta,California,40.507,-123.9743,1139,39.512842,-123.367496,69,21,9,12,2020,2,Salud,4,1
personal_care,20.25,Albuquerque,New Mexico,35.0561,-106.5506,641349,35.003639,-107.484173,52,22,13,2,2019,2,Ejecutivos,4,1
shopping_net,888.44,June Lake,California,37.7773,-119.0825,633,37.392469,-119.493782,92,22,16,4,2019,1,Ejecutivos,4,1
home,237.78,Independence,Missouri,39.1412,-94.3515,123373,39.25887,-94.598378,27,23,19,8,2019,0,Ingeniería y Técnicos,2,1
grocery_net,15.48,Llano,New Mexico,36.1486,-105.6648,247,36.181852,-106.497718,59,0,11,10,2020,6,Ingeniería y Técnicos,3,1
misc_net,910.76,Fields Landing,California,40.7268,-124.2174,276,41.45075,-124.560402,90,22,9,4,2019,1,Ingeniería y Técnicos,4,1
shopping_net,1105.42,La Grande,Oregon,45.3304,-118.0852,16955,45.594707,-117.573818,58,16,7,2,2019,3,Ingeniería y Técnicos,4,1
grocery_pos,350.64,June Lake,California,37.7773,-119.0825,633,37.694311,-119.874281,92,22,17,4,2019,2,Ejecutivos,5,1
shopping_net,1080.21,Broomfield,Colorado,39.8854,-105.1139,92337,39.410187,-104.889125,53,22,19,5,2020,1,Ingeniería y Técnicos,5,1
shopping_pos,824.08,Ashford,Washington,46.7531,-121.9898,759,46.700461,-121.08599,64,23,15,3,2020,6,Other,3,1
grocery_pos,355.08,Howells,Nebraska,41.6964,-96.9858,1063,41.110376,-96.317523,91,3,30,11,2019,5,Ingeniería y Técnicos,5,1
shopping_net,977.42,Powell Butte,Oregon,44.2415,-121.0113,2016,44.069205,-120.647508,66,22,31,12,2019,1,Ejecutivos,5,1
shopping_pos,816.01,Yellowstone National Park,Wyoming,44.7957,-110.6137,369,44.418762,-111.024294,78,22,5,10,2019,5,Ingeniería y Técnicos,3,1
misc_net,921.25,Parker,Colorado,39.5102,-104.7216,84861,39.86805,-104.875064,87,22,23,10,2019,2,Ingeniería y Técnicos,5,1
misc_net,935.83,Alva,Wyoming,44.6873,-104.4414,110,43.774893,-104.564982,46,22,12,2,2019,1,Administradores,5,1
entertainment,535.49,Arnold,Missouri,38.4305,-90.387,35439,37.58985,-91.219988,34,22,12,3,2019,1,Other,4,1
shopping_net,797.76,Stayton,Oregon,44.8021,-122.7624,9587,45.002462,-122.696088,52,22,26,11,2020,3,Ingeniería y Técnicos,5,1
shopping_net,901.99,Williamsburg,Missouri,38.8874,-91.7689,710,38.174577,-92.701799,49,20,30,8,2019,4,Arte,4,1
misc_net,740.56,Espanola,New Mexico,35.9866,-106.0654,18408,36.070315,-105.902958,48,22,7,5,2020,3,Ejecutivos,5,1
shopping_net,934.88,Lonetree,Wyoming,41.0552,-110.1603,49,41.246515,-110.452673,38,22,15,3,2019,4,Ingeniería y Técnicos,5,1
personal_care,19.83,Vacaville,California,38.3847,-121.9887,99475,38.553685,-121.53418,49,23,1,2,2019,4,Other,2,1
shopping_pos,997.11,San Diego,California,33.0067,-117.069,1241364,32.959991,-117.107205,60,22,6,6,2020,5,Other,4,1
home,261.03,Lakeport,California,39.047,-122.9328,11256,39.873689,-122.26241,48,23,10,12,2020,3,Other,3,1
shopping_net,1036.79,Angwin,California,38.5769,-122.4477,3661,38.722296,-123.051334,50,23,10,5,2020,6,Ejecutivos,4,1
shopping_net,967.49,Arvada,Colorado,39.8422,-105.1097,122111,39.26251,-105.656175,32,23,30,8,2019,4,Ejecutivos,5,1
shopping_net,978.96,Thompson,Utah,38.9999,-109.615,46,38.893999,-109.677707,32,0,18,1,2019,4,Other,5,1
grocery_pos,262.56,Eugene,Oregon,44.0385,-123.0614,191096,44.563191,-123.25377,55,0,26,4,2019,4,Ingeniería y Técnicos,5,1
grocery_pos,306.41,Newberg,Oregon,45.3099,-122.9685,28278,45.265593,-122.045844,43,2,27,8,2020,3,Ingeniería y Técnicos,4,1
shopping_net,974.95,Fields Landing,California,40.7268,-124.2174,276,40.154377,-124.538708,90,12,10,4,2019,2,Ingeniería y Técnicos,4,1
gas_transport,7.97,Coulee Dam,Washington,48.0379,-118.9419,1439,48.206311,-118.320833,20,3,25,3,2019,0,Other,3,1
shopping_net,909.8,Matthews,Missouri,36.7154,-89.6287,1019,36.706384,-89.228278,40,0,11,9,2019,2,Ingeniería y Técnicos,5,1
grocery_pos,354.08,Orient,Washington,48.8878,-118.2105,149,49.533242,-117.87987,42,3,5,12,2020,5,Educación,5,1
misc_net,749.12,Weeping Water,Nebraska,40.8731,-96.1528,1517,41.081455,-96.082794,69,22,19,2,2020,2,Other,5,1
grocery_pos,330.07,Weeping Water,Nebraska,40.8731,-96.1528,1517,40.931109,-96.415037,69,1,20,2,2020,3,Other,4,1
misc_net,659.33,Hubbell,Nebraska,40.0456,-97.4735,121,40.411281,-98.44628,23,23,25,2,2019,0,Arte,5,1
grocery_pos,309.02,Port Costa,California,38.046,-122.1866,198,37.964672,-122.708937,60,23,7,2,2019,3,Ejecutivos,5,1
grocery_pos,331.19,Owensville,Missouri,38.3511,-91.4867,6703,38.292143,-90.639838,22,3,11,8,2020,1,Other,5,1
misc_net,801.83,Albuquerque,New Mexico,35.0561,-106.5506,641349,34.487789,-105.783679,52,22,13,2,2019,2,Ejecutivos,5,1
shopping_net,963.73,Palmdale,California,34.5715,-118.0231,171170,35.525013,-117.359532,57,23,17,9,2020,3,Ingeniería y Técnicos,4,1
grocery_pos,348.09,Camden,Missouri,39.2048,-94.0259,464,40.08806,-93.079391,61,23,14,10,2020,2,Ingeniería y Técnicos,5,1
grocery_pos,306.52,Valentine,Nebraska,42.8062,-100.6215,4005,42.953308,-100.881318,74,1,7,9,2019,5,Ingeniería y Técnicos,5,1
personal_care,20.56,North Loup,Nebraska,41.4972,-98.7858,509,42.20284,-98.759135,40,23,14,4,2020,1,Salud,3,1
shopping_net,909.8,Matthews,Missouri,36.7154,-89.6287,1019,36.706384,-89.228278,40,0,11,9,2019,2,Ingeniería y Técnicos,5,1
personal_care,19.24,Jelm,Wyoming,41.0539,-106.0763,100,40.375162,-106.756212,45,22,4,7,2019,3,Other,3,1
gas_transport,7.33,Tekoa,Washington,47.2271,-117.0819,895,47.152081,-117.697634,20,3,10,8,2019,5,Ingeniería y Técnicos,5,1
grocery_pos,321.43,Ashford,Washington,46.7531,-121.9898,759,47.330408,-122.307143,64,2,16,3,2020,0,Other,5,1
grocery_pos,348.36,Lowell,Oregon,43.921,-122.7806,1420,43.482349,-123.481414,54,2,13,2,2019,2,Other,5,1
shopping_net,917.14,Llano,New Mexico,36.1486,-105.6648,247,35.615616,-105.517696,59,22,11,10,2020,6,Ingeniería y Técnicos,4,1
grocery_pos,361.16,Huslia,Alaska,65.6899,-156.292,277,65.941742,-156.529734,55,1,26,5,2020,1,Ingeniería y Técnicos,5,1
shopping_pos,778.43,Arnold,Missouri,38.4305,-90.387,35439,38.091935,-90.845828,34,23,11,3,2019,0,Other,4,1
gas_transport,6.44,Espanola,New Mexico,35.9866,-106.0654,18408,36.618873,-105.14118,48,3,7,5,2020,3,Ejecutivos,4,1
gas_transport,10.99,Corona,California,33.8419,-117.6043,233717,32.901524,-116.782926,54,0,21,5,2020,3,Other,4,1
grocery_pos,351.2,Tomales,California,38.2427,-122.9145,337,38.653491,-123.081267,65,3,17,5,2019,4,Salud,3,1
grocery_pos,397.97,Smith River,California,41.9404,-124.1587,1930,41.713509,-125.091116,36,2,22,5,2019,2,Arte,5,1
grocery_pos,331.19,Owensville,Missouri,38.3511,-91.4867,6703,38.292143,-90.639838,22,3,11,8,2020,1,Other,5,1
grocery_pos,269.64,Seattle,Washington,47.6633,-122.3022,837792,48.248724,-121.793531,62,1,30,11,2019,5,Other,5,1
health_fitness,19.02,Santa Monica,California,34.0287,-118.4924,92043,33.708212,-118.688868,59,15,30,7,2020,3,Ingeniería y Técnicos,2,1
shopping_net,933.24,Williamsburg,Missouri,38.8874,-91.7689,710,38.904714,-92.156915,49,23,30,8,2019,4,Arte,3,1
misc_net,635.33,Tomales,California,38.2427,-122.9145,337,38.637569,-122.32777,65,23,17,5,2019,4,Salud,4,1
gas_transport,9.72,Albuquerque,New Mexico,35.0561,-106.5506,641349,34.337435,-106.863773,52,1,14,2,2019,3,Ejecutivos,2,1
gas_transport,18.07,Monitor,Washington,47.4852,-120.4158,584,46.772363,-120.354085,50,1,1,9,2019,6,Ejecutivos,5,1
grocery_pos,277.43,Carroll,Nebraska,42.277,-97.1926,566,41.779881,-96.380623,45,3,22,2,2020,5,Other,5,1
shopping_pos,744.34,Meredith,Colorado,39.3199,-106.6596,61,39.634083,-106.791246,80,23,7,12,2019,5,Ejecutivos,4,1
shopping_net,933.0,Arnold,Missouri,38.4305,-90.387,35439,37.932265,-90.985545,34,17,12,3,2019,1,Other,5,1
shopping_pos,858.92,Daly City,California,37.6787,-122.478,107941,36.806604,-121.821534,28,1,15,3,2019,4,Other,3,1
shopping_net,983.79,Iliff,Colorado,40.7692,-103.0968,648,41.421064,-103.976112,51,23,30,3,2020,0,Other,5,1
shopping_net,1124.01,Westerville,Nebraska,41.4193,-99.3844,73,40.65072,-98.820629,84,23,15,1,2019,1,Arte,5,1
grocery_pos,309.75,Corona,California,33.8419,-117.6043,233717,34.412104,-117.261366,54,1,22,5,2020,4,Other,5,1
grocery_pos,377.99,Sun City,California,33.7467,-117.1721,54287,32.986937,-117.110804,47,1,29,8,2019,3,Arte,5,1
misc_net,910.76,Fields Landing,California,40.7268,-124.2174,276,41.45075,-124.560402,90,22,9,4,2019,1,Ingeniería y Técnicos,4,1
grocery_pos,343.37,Lakeport,California,39.047,-122.9328,11256,38.729526,-122.571755,48,2,11,12,2020,4,Other,5,1
travel,12.32,Carroll,Nebraska,42.277,-97.1926,566,42.163184,-97.036028,45,23,23,2,2020,6,Other,4,1
misc_net,1037.47,Huslia,Alaska,65.6899,-156.292,277,66.410651,-156.911727,55,23,25,5,2020,0,Ingeniería y Técnicos,5,1
misc_pos,49.55,Humboldt,Arizona,34.5189,-112.2523,1179,34.365325,-111.590802,64,22,14,9,2019,5,Ingeniería y Técnicos,4,1
shopping_net,966.33,Parks,Arizona,35.2563,-111.95,759,35.970915,-112.022555,62,23,26,11,2019,1,Ingeniería y Técnicos,5,1
misc_pos,7.09,Lake Oswego,Oregon,45.4093,-122.6847,42817,46.005943,-123.597116,38,0,21,7,2020,1,Other,4,1
grocery_pos,353.45,Kent,Oregon,45.0838,-120.6649,60,45.032998,-119.9749,77,1,12,9,2019,3,Ejecutivos,5,1
gas_transport,20.45,Wales,Alaska,64.7556,-165.6723,145,64.088838,-165.104078,80,3,5,1,2019,5,Administradores,3,1
entertainment,470.75,Shedd,Oregon,44.453,-123.1065,917,45.338839,-123.296987,25,23,17,2,2020,0,Other,2,1
grocery_pos,339.21,Riverton,Wyoming,43.0351,-108.2024,19408,43.198771,-108.150158,26,3,29,5,2019,2,Educación,5,1
grocery_pos,326.42,Weeping Water,Nebraska,40.8731,-96.1528,1517,41.625278,-96.265817,69,0,19,2,2020,2,Other,5,1
misc_net,716.09,Wappapello,Missouri,36.9766,-90.2848,2601,37.284345,-90.218221,62,23,28,10,2019,0,Ingeniería y Técnicos,5,1
home,232.25,Issaquah,Washington,47.4974,-122.0107,50489,48.472294,-121.312176,36,15,1,7,2020,2,Other,4,1
misc_net,857.18,Yellowstone National Park,Wyoming,44.7957,-110.6137,369,45.785814,-110.995793,78,22,5,10,2019,5,Ingeniería y Técnicos,5,1
grocery_pos,291.1,Jordan Valley,Oregon,42.8801,-117.281,641,42.247169,-117.409736,27,18,2,6,2020,1,Other,5,1
grocery_pos,324.87,Westerville,Nebraska,41.4193,-99.3844,73,41.603137,-99.129649,84,0,14,1,2019,0,Arte,3,1
misc_net,825.45,Tekoa,Washington,47.2271,-117.0819,895,46.65058,-116.3469,20,8,10,8,2019,5,Ingeniería y Técnicos,5,1
personal_care,20.68,Napa,California,38.4549,-122.2564,94014,38.950726,-121.514884,34,22,16,3,2019,5,Other,4,1
grocery_pos,333.89,Sprague,Nebraska,40.6267,-96.7456,142,40.96852,-97.184621,53,22,10,7,2020,4,Other,5,1
grocery_pos,333.89,Sprague,Nebraska,40.6267,-96.7456,142,40.96852,-97.184621,53,22,10,7,2020,4,Other,5,1
shopping_pos,873.31,Los Angeles,California,34.0443,-118.2509,2383912,33.665873,-118.085413,61,20,28,2,2020,4,Other,5,1
shopping_net,1035.66,Owensville,Missouri,38.3511,-91.4867,6703,38.447981,-92.083383,22,22,12,8,2020,2,Other,5,1
misc_net,809.74,Grenada,California,41.6125,-122.5258,589,42.605164,-123.34646,74,23,3,7,2019,2,Other,5,1
shopping_net,1063.85,Moriarty,New Mexico,34.9889,-106.0609,7268,35.355015,-105.774325,31,23,19,10,2019,5,Salud,5,1
misc_net,731.6,San Diego,California,32.7185,-117.1593,1241364,31.967624,-116.858395,32,1,29,1,2019,1,Other,4,1
shopping_net,992.14,Omaha,Nebraska,41.2064,-95.9953,518429,40.336433,-95.99096,24,22,28,9,2019,5,Other,5,1
misc_net,828.47,Smith River,California,41.9404,-124.1587,1930,41.921281,-125.089695,36,2,22,5,2019,2,Arte,5,1
shopping_net,989.01,Parker,Colorado,39.5102,-104.7216,84861,39.944849,-104.265915,87,22,23,10,2019,2,Ingeniería y Técnicos,5,1
home,241.08,Centerview,Missouri,38.7897,-93.8702,2368,38.291139,-93.380603,30,22,30,1,2019,2,Ingeniería y Técnicos,4,1
grocery_pos,343.12,Gardiner,Oregon,43.7857,-124.1437,260,43.967171,-123.490457,64,1,14,2,2020,4,Ingeniería y Técnicos,4,1
misc_pos,843.72,Wendel,California,40.3406,-120.2824,104,39.640222,-120.220518,31,5,19,1,2020,6,Educación,3,1
gas_transport,9.92,Kissee Mills,Missouri,36.6704,-93.0377,1201,37.44224,-93.2076,39,3,10,11,2019,6,Ingeniería y Técnicos,4,1
grocery_pos,324.87,Westerville,Nebraska,41.4193,-99.3844,73,41.603137,-99.129649,84,0,14,1,2019,0,Arte,3,1
entertainment,444.32,Williamsburg,Missouri,38.8874,-91.7689,710,38.909501,-92.335997,49,22,30,8,2019,4,Arte,3,1
shopping_net,1016.26,La Grande,Oregon,45.3304,-118.0852,16955,44.449987,-118.256304,58,23,8,2,2019,4,Ingeniería y Técnicos,5,1
shopping_pos,907.71,Rock Springs,Wyoming,41.606,-109.23,27971,42.56334,-109.892098,35,7,4,8,2019,6,Salud,5,1
misc_net,796.55,Oakland,California,37.7878,-122.1884,381459,38.244493,-121.472753,46,23,4,3,2020,2,Other,5,1
grocery_pos,351.65,American Fork,Utah,40.3928,-111.7941,42384,40.590223,-112.644461,27,1,3,8,2019,5,Other,5,1
grocery_pos,300.56,Claremont,California,34.1092,-117.7183,35705,34.584153,-117.771594,63,2,1,9,2019,6,Other,4,1
shopping_net,1016.88,Albuquerque,New Mexico,35.1506,-106.569,641349,35.555771,-105.850349,43,0,12,5,2019,6,Administradores,5,1
shopping_net,1028.63,Greenview,California,41.5403,-122.9366,308,41.079434,-122.989405,61,23,27,11,2019,2,Ejecutivos,5,1
grocery_pos,303.68,Campbell,Nebraska,40.2967,-98.737,493,39.647243,-98.558199,79,22,17,5,2019,4,Other,5,1
grocery_net,16.44,Westerville,Nebraska,41.4193,-99.3844,73,40.869894,-99.153196,84,1,14,1,2019,0,Arte,3,1
misc_net,731.6,San Diego,California,32.7185,-117.1593,1241364,31.967624,-116.858395,32,1,29,1,2019,1,Other,4,1
grocery_pos,290.48,Indian Wells,California,33.7163,-116.3381,4677,33.028699,-116.74517,65,0,4,5,2020,0,Other,5,1
shopping_pos,959.44,Seligman,Missouri,36.5276,-93.9359,2693,36.607824,-94.031758,52,22,3,10,2020,5,Ingeniería y Técnicos,5,1
grocery_pos,344.89,Lagrange,Wyoming,41.6423,-104.1974,635,41.282355,-103.481509,46,2,29,7,2019,0,Ingeniería y Técnicos,4,1
misc_net,802.85,Jelm,Wyoming,41.0539,-106.0763,100,40.280703,-105.530636,45,0,4,7,2019,3,Other,5,1
shopping_pos,825.2,Freedom,Wyoming,43.0172,-111.0292,471,43.219719,-110.506698,53,22,7,6,2020,6,Ejecutivos,3,1
health_fitness,17.35,Lakeport,California,39.047,-122.9328,11256,38.552146,-122.519483,48,23,11,12,2020,4,Other,4,1
kids_pets,19.58,Kansas City,Missouri,38.9621,-94.5959,545147,39.281459,-95.272647,32,17,6,3,2019,2,Other,2,1
misc_net,781.06,Craig,Alaska,55.4732,-133.1171,1920,55.167017,-133.772629,23,23,3,12,2020,3,Other,5,1
shopping_net,909.8,Matthews,Missouri,36.7154,-89.6287,1019,36.706384,-89.228278,40,0,11,9,2019,2,Ingeniería y Técnicos,5,1
gas_transport,10.34,Helm,California,36.4992,-120.0936,123,35.973163,-120.150937,46,2,11,9,2019,2,Educación,4,1
grocery_pos,358.55,Sutherland,Nebraska,41.1558,-101.136,1789,41.571712,-101.868459,38,2,8,8,2020,5,Other,5,1
shopping_net,924.55,Howells,Nebraska,41.6964,-96.9858,1063,40.972334,-97.794005,91,22,1,12,2019,6,Ingeniería y Técnicos,5,1
gas_transport,8.1,Kaktovik,Alaska,66.6933,-153.994,239,66.835174,-154.388882,23,1,22,3,2019,4,Ejecutivos,5,1
shopping_net,1128.83,Carlotta,California,40.507,-123.9743,1139,39.674539,-124.877603,69,22,8,12,2020,1,Salud,5,1
grocery_pos,290.65,Meadville,Missouri,39.7795,-93.3014,964,39.079825,-93.78391,45,0,8,2,2019,4,Ejecutivos,5,1
grocery_pos,289.74,Meadville,Missouri,39.7795,-93.3014,964,39.515652,-94.123122,45,23,8,2,2019,4,Ejecutivos,5,1
entertainment,541.06,Fiddletown,California,38.5234,-120.6763,832,39.224974,-119.880547,32,23,23,9,2019,0,Ejecutivos,2,1
